study_hours,attendance,internal_marks,practice_hours,performance
1.97,72.95,61,1.21,Average
1.15,76.72,73,4.44,Average
4.42,83.27,72,2.23,Average
2.19,62.48,45,0.44,Poor
3.45,85.95,46,2.22,Average
6.06,87.49,77,4.25,Good
3.59,92.45,73,3.66,Good
4.55,97.51,71,4.61,Good
4.98,86.92,69,2.79,Good
1.62,72.32,47,0.47,Poor
1.18,57.33,31,1.29,Poor
5.76,88.76,84,5.63,Good
3.3,89.03,70,4.44,Average
2.64,89.45,75,1.87,Average
1.95,70.78,44,0.96,Poor
6.38,90.13,66,6.63,Good
5.77,93.42,91,5.23,Good
3.23,72.74,76,2.34,Average
2.38,50.46,37,1.11,Poor
3.05,88.47,62,0.87,Average
4.31,71.44,64,2.46,Average
1.57,64.95,31,0.91,Poor
3.92,87.41,65,2.35,Average
3.6,84.0,63,2.1,Average
6.42,91.73,79,3.19,Good
0.79,56.89,41,0.85,Poor
1.27,61.39,43,1.21,Poor
4.17,94.57,77,1.67,Good
2.32,81.19,53,2.66,Average
3.23,73.8,55,1.68,Average
6.19,99.87,78,4.48,Good
2.38,88.38,70,3.96,Average
4.23,72.95,62,2.52,Average
2.29,79.84,65,1.73,Average
1.01,44.49,30,1.49,Poor
2.87,80.48,75,1.11,Average
3.09,73.56,40,1.75,Poor
0.89,61.18,37,0.98,Poor
1.91,68.12,64,2.55,Average
6.02,86.81,84,2.71,Good
0.0,63.89,43,1.74,Poor
1.23,69.17,40,2.11,Poor
2.6,93.05,76,3.59,Good
1.63,57.69,65,0.57,Poor
1.52,60.07,48,1.55,Poor
2.5,81.04,52,3.42,Average
4.78,91.6,78,5.52,Good
1.63,47.33,39,0.6,Poor
5.6,90.1,88,5.62,Good
4.48,93.03,83,5.73,Good
2.49,72.33,86,2.86,Average
3.91,88.67,70,4.1,Good
7.11,91.62,74,4.9,Good
2.85,90.09,61,4.49,Average
5.11,83.47,66,2.01,Good
0.6,61.76,57,1.86,Poor
1.54,80.42,20,1.13,Poor
5.14,87.31,85,2.5,Good
0.81,67.73,52,0.72,Poor
2.1,98.93,60,4.51,Average
4.22,74.86,67,1.22,Average
3.69,95.24,86,3.71,Good
2.13,49.96,47,0.36,Poor
4.39,95.05,73,4.84,Good
4.1,91.3,98,3.57,Good
2.81,77.25,62,1.01,Average
0.7,69.24,49,0.6,Poor
6.08,87.73,100,4.8,Good
5.5,94.13,80,2.85,Good
2.47,81.16,63,1.73,Average
1.44,77.81,39,0.89,Poor
0.94,54.89,55,1.79,Poor
4.43,96.18,74,4.1,Good
2.17,62.84,49,0.79,Poor
1.17,63.16,55,0.68,Poor
5.56,87.94,82,4.55,Good
3.77,65.58,58,3.21,Average
5.16,91.5,73,2.89,Average
4.75,82.72,73,4.76,Good
5.23,92.25,88,3.55,Good
2.6,77.77,75,3.51,Average
0.76,66.22,34,2.24,Poor
2.75,77.2,82,1.46,Average
5.23,94.57,81,4.03,Good
5.42,92.94,82,2.46,Good
2.26,84.83,83,0.73,Average
2.24,66.14,58,0.72,Poor
3.66,80.59,44,1.91,Average
0.1,71.32,39,0.19,Poor
5.3,97.83,94,3.89,Good
1.98,63.73,27,0.04,Poor
1.74,77.33,67,0.48,Poor
3.96,81.15,70,3.09,Average
5.42,97.85,75,5.08,Good
6.26,88.47,75,3.74,Good
5.64,90.99,87,3.25,Good
2.95,85.9,52,2.66,Average
4.66,87.52,77,4.78,Good
4.9,84.89,93,6.29,Good
6.23,85.18,88,6.17,Good
3.27,45.77,55,1.0,Poor
2.56,79.12,77,3.75,Average
3.53,72.14,67,1.79,Average
3.74,88.57,56,3.5,Average
5.11,93.59,77,4.26,Good
4.63,91.51,66,4.77,Good
1.96,53.51,68,1.02,Poor
4.55,75.9,52,1.89,Average
2.42,76.28,57,3.28,Average
1.85,79.87,45,0.57,Poor
4.37,94.45,68,5.64,Good
3.85,81.62,56,3.26,Average
5.27,100.0,76,4.24,Good
3.11,70.86,77,4.08,Average
4.15,92.5,83,4.46,Good
0.9,60.23,57,0.0,Poor
6.28,86.06,89,3.68,Good
3.96,95.18,78,6.37,Good
6.48,85.97,73,4.72,Good
1.35,70.56,60,0.38,Poor
1.68,63.69,41,0.08,Poor
1.27,81.67,64,1.16,Average
4.71,98.74,79,3.73,Good
3.92,80.14,80,3.42,Good
4.52,86.63,54,3.88,Average
3.3,91.06,68,2.95,Average
2.5,74.45,26,0.0,Poor
3.61,85.18,68,2.56,Average
0.96,69.13,50,0.0,Poor
5.19,87.27,90,2.14,Good
0.21,90.0,48,1.21,Poor
1.55,64.76,49,0.79,Poor
0.38,60.82,45,1.41,Poor
4.05,93.11,90,2.42,Good
2.07,77.78,39,0.53,Poor
3.95,87.51,62,2.37,Average
3.6,75.52,76,2.43,Average
5.03,95.89,72,3.27,Good
4.42,86.62,84,4.93,Good
5.95,85.71,73,4.33,Good
2.03,85.78,70,2.54,Average
3.67,78.66,69,0.89,Average
5.14,90.74,73,2.75,Good
3.5,88.12,46,2.74,Average
2.56,71.8,38,0.58,Poor
1.33,80.72,61,2.65,Average
2.22,56.91,53,0.4,Poor
3.81,99.54,88,3.07,Good
4.4,82.31,78,4.28,Good
4.67,87.54,71,1.84,Average
5.7,88.43,85,5.67,Good
2.62,81.13,68,2.53,Average
6.29,91.3,84,2.9,Good
4.0,74.63,65,3.6,Average
4.95,86.02,79,4.46,Good
3.96,86.0,83,3.55,Good
6.05,88.83,82,3.58,Good
5.7,91.46,71,2.83,Good
6.31,89.02,84,4.63,Good
2.66,80.28,71,1.89,Average
1.15,73.74,8,0.38,Poor
2.47,77.68,69,1.36,Average
2.92,89.08,72,1.78,Average
2.63,67.03,25,0.47,Poor
0.96,65.87,23,2.21,Poor
0.81,69.36,21,0.92,Poor
2.5,73.11,43,0.45,Poor
1.25,66.9,52,1.67,Poor
5.29,97.33,74,3.51,Good
4.48,92.96,71,3.65,Good
1.61,62.36,51,0.98,Poor
5.52,91.92,87,4.98,Good
5.33,95.14,75,5.04,Good
5.12,70.51,68,0.5,Average
5.01,68.26,72,4.29,Average
4.43,92.0,89,3.27,Good
2.21,85.89,30,1.76,Poor
2.47,82.05,71,1.67,Average
0.73,64.6,24,1.35,Poor
1.13,78.37,47,1.1,Poor
1.09,59.38,51,1.21,Poor
5.2,87.78,89,4.3,Good
1.34,56.54,52,1.27,Poor
4.8,88.68,76,4.91,Good
4.25,77.74,64,3.76,Average
1.0,74.7,28,0.11,Poor
1.76,62.46,55,1.08,Poor
1.75,45.6,47,1.2,Poor
1.5,62.95,33,1.29,Poor
5.74,84.35,89,3.82,Good
5.49,100.0,77,4.67,Good
3.02,71.98,65,1.26,Average
1.66,70.07,37,0.66,Poor
3.95,94.65,79,3.68,Good
3.85,77.2,84,3.65,Good
1.04,58.04,34,1.84,Poor
5.02,79.75,66,1.88,Average
4.15,81.86,53,2.56,Average
4.91,96.67,96,3.07,Good
5.03,82.67,88,5.71,Good
1.51,56.81,35,1.16,Poor
0.32,66.93,58,0.71,Poor
2.19,53.59,51,1.28,Poor
1.11,68.07,32,1.73,Poor
5.76,92.6,80,3.52,Good
1.14,75.35,40,0.49,Poor
5.51,78.98,81,3.2,Good
3.28,88.6,50,3.14,Average
6.46,87.86,67,2.95,Good
4.53,96.7,88,4.08,Good
3.08,67.03,70,2.43,Average
0.85,78.01,52,0.4,Poor
4.48,96.98,87,2.98,Good
3.61,81.3,71,0.96,Average
3.48,91.49,65,2.44,Average
4.04,91.53,82,3.29,Good
1.6,58.49,21,1.57,Poor
1.13,82.8,52,1.67,Poor
5.75,93.94,86,4.8,Good
5.02,82.93,64,4.45,Good
1.94,70.87,69,0.92,Poor
0.77,58.28,49,0.87,Poor
1.9,91.16,69,3.76,Average
3.21,80.65,72,2.83,Average
3.15,92.69,71,2.65,Good
2.35,75.86,69,4.72,Average
2.47,78.11,71,2.67,Average
5.2,94.25,94,4.72,Good
4.11,73.11,52,3.51,Average
3.2,76.91,81,3.03,Average
1.6,60.78,43,1.62,Poor
2.55,80.55,68,1.87,Average
1.79,83.29,74,2.44,Average
5.27,100.0,78,4.03,Good
4.86,86.88,86,5.14,Good
1.8,58.02,27,0.44,Poor
5.3,90.08,74,5.42,Good
2.06,44.47,17,0.0,Poor
1.97,79.21,39,1.08,Poor
0.87,67.17,51,1.08,Poor
3.78,90.39,76,2.39,Good
2.22,85.97,71,3.61,Average
2.94,79.23,55,2.15,Average
1.55,71.5,43,1.65,Poor
6.64,93.49,95,4.76,Good
5.38,94.4,79,5.63,Good
4.69,78.71,58,2.9,Average
1.95,86.14,60,1.88,Average
3.23,95.3,84,4.21,Good
4.99,94.94,81,4.69,Good
5.41,82.59,82,4.22,Good
3.89,76.93,82,4.98,Good
3.29,77.6,76,3.43,Average
3.41,84.89,55,2.58,Average
1.43,65.99,60,1.56,Poor
0.77,49.88,49,2.17,Poor
5.53,87.43,64,4.38,Good
4.22,68.44,52,3.36,Average
6.68,89.82,84,1.98,Good
1.48,68.46,35,1.19,Poor
4.36,86.93,76,3.88,Good
3.12,83.27,69,3.75,Average
5.43,87.7,94,3.81,Good
0.52,74.56,60,2.55,Poor
3.41,94.79,83,3.17,Average
4.18,73.51,57,2.32,Average
5.21,88.32,74,4.71,Good
2.22,90.03,79,2.34,Average
1.66,74.49,52,1.82,Poor
3.79,84.86,72,0.5,Average
1.61,86.12,61,2.93,Average
5.97,92.89,76,5.18,Good
2.34,75.92,26,1.08,Poor
3.06,84.69,52,3.55,Average
2.76,75.55,62,1.26,Average
2.28,70.88,57,2.34,Average
3.97,83.32,77,2.32,Average
4.03,79.14,65,2.96,Average
4.89,84.83,100,3.77,Good
2.2,65.5,33,1.75,Poor
1.77,41.32,39,0.38,Poor
4.07,70.26,70,2.65,Average
3.93,89.61,86,2.78,Good
3.38,76.82,70,1.59,Average
5.9,89.65,72,4.31,Good
3.99,92.77,81,3.22,Good
1.68,71.79,66,0.81,Poor
6.81,95.81,70,3.39,Good
5.56,98.42,82,6.38,Good
1.42,65.71,54,0.9,Poor
3.01,84.95,33,0.87,Poor
4.4,86.27,74,3.32,Good
1.35,83.95,80,1.6,Poor
1.77,72.62,59,4.11,Average
2.67,93.42,66,0.83,Average
6.11,80.0,95,2.44,Good
4.01,85.89,75,1.89,Average
3.99,73.15,64,1.17,Average
0.58,76.0,54,1.77,Poor
2.03,51.23,31,1.55,Poor
4.2,83.51,62,2.86,Average
4.99,88.79,83,4.6,Good
3.31,71.89,72,2.96,Average
4.78,82.06,84,4.71,Good
1.82,53.91,41,0.56,Poor
2.82,67.27,52,2.38,Average
1.03,75.11,43,1.29,Average
3.86,78.95,68,1.57,Average
0.73,70.22,39,1.48,Poor
2.9,82.68,75,3.39,Average
4.32,100.0,88,4.88,Good
3.12,85.64,88,4.84,Good
1.22,53.35,35,1.85,Poor
5.6,92.82,74,4.15,Good
1.62,73.84,61,1.51,Poor
3.37,94.67,81,4.16,Good
1.75,86.09,83,2.42,Average
3.76,77.49,67,2.05,Average
4.42,84.72,73,1.8,Average
4.21,91.7,76,4.94,Good
3.87,68.82,78,2.38,Average
1.1,74.26,43,0.01,Poor
3.67,90.26,65,3.07,Average
5.43,100.0,97,5.61,Good
3.93,69.06,59,2.26,Average
2.14,80.61,56,0.32,Poor
4.5,88.99,62,2.74,Good
5.16,85.83,75,3.39,Good
0.5,76.54,58,2.93,Average
0.96,75.93,44,1.39,Poor
4.72,75.07,62,0.94,Average
3.79,85.57,79,4.63,Good
2.21,69.94,79,3.63,Average
2.3,82.32,74,2.46,Average
1.32,61.13,41,1.81,Poor
2.53,91.95,63,1.52,Average
1.21,64.36,38,0.32,Poor
2.64,67.3,77,2.94,Average
1.82,56.53,45,1.0,Poor
4.5,63.95,70,2.68,Average
3.54,73.88,63,1.38,Average
2.32,78.35,67,2.38,Average
4.65,93.75,81,4.25,Good
1.94,67.67,36,1.03,Poor
1.81,43.25,45,0.29,Poor
0.21,62.07,38,1.2,Poor
5.16,89.05,81,2.21,Good
1.61,71.99,29,1.28,Poor
4.05,85.57,80,3.43,Good
6.69,92.21,79,4.3,Good
1.83,71.17,41,1.12,Poor
4.36,93.55,82,4.01,Good
2.47,85.37,69,1.98,Average
1.91,73.68,24,1.7,Poor
1.38,54.41,61,0.97,Poor
5.49,76.64,66,1.23,Average
6.38,91.36,84,3.64,Good
4.83,94.5,94,6.34,Good
1.52,52.16,51,1.5,Poor
3.35,67.1,82,2.08,Average
3.43,90.44,94,3.98,Good
1.1,70.96,39,1.3,Poor
3.86,87.03,82,4.23,Good
5.18,94.06,76,4.13,Good
2.39,55.45,24,1.46,Poor
6.03,85.55,77,4.21,Good
2.57,88.98,64,1.45,Average
1.38,73.6,51,1.28,Average
0.56,53.29,45,0.67,Poor
1.32,84.41,68,3.0,Average
1.88,72.03,62,2.81,Average
3.1,78.72,52,2.24,Average
4.11,82.49,72,0.5,Average
1.82,67.14,48,1.38,Poor
0.8,64.73,50,1.81,Poor
3.62,74.01,30,2.43,Average
6.77,84.36,69,4.04,Good
5.13,95.78,88,1.92,Good
1.16,88.89,36,1.66,Poor
4.17,82.97,68,3.26,Average
3.82,88.26,80,3.01,Good
5.28,98.33,83,3.69,Good
4.17,94.28,83,4.81,Good
5.39,87.88,74,3.7,Good
3.57,77.49,41,3.71,Average
1.47,68.72,48,1.86,Poor
0.11,66.73,68,1.14,Poor
1.77,76.8,65,3.52,Average
0.52,59.42,39,2.12,Poor
4.06,92.43,73,3.17,Good
0.38,73.27,57,0.8,Poor
2.91,100.0,76,4.94,Good
6.32,93.77,84,5.35,Good
4.77,92.91,79,2.47,Good
1.8,64.7,45,0.82,Poor
2.22,59.81,43,2.23,Poor
5.05,87.03,66,4.1,Good
6.0,99.22,72,1.33,Good
6.88,96.59,78,3.69,Good
3.42,90.56,71,1.31,Average
3.47,82.49,72,1.72,Average
0.38,62.92,47,1.33,Poor
1.38,61.66,39,1.64,Poor
5.72,87.07,80,5.88,Good
5.1,99.4,84,4.09,Good
5.46,90.82,80,2.62,Good
1.69,64.2,47,0.0,Poor
1.69,87.54,57,1.26,Poor
2.91,71.42,56,1.2,Poor
4.71,85.8,77,2.64,Good
5.04,87.01,77,3.07,Good
5.14,94.39,82,3.33,Good
2.88,83.42,73,2.33,Average
1.61,63.16,59,1.41,Poor
4.21,85.83,83,2.11,Good
2.69,85.16,54,2.42,Average
0.85,64.43,38,1.39,Poor
2.02,51.06,46,0.76,Poor
5.02,84.48,77,4.33,Good
5.37,87.81,71,4.54,Good
5.52,88.55,79,3.65,Good
5.44,86.63,75,6.05,Good
2.61,46.94,71,2.72,Poor
0.59,72.45,33,0.45,Poor
2.85,84.03,67,2.53,Average
1.45,82.5,58,3.62,Average
3.66,87.73,82,3.57,Good
1.87,72.25,44,0.84,Poor
1.52,69.05,30,1.66,Poor
6.23,94.58,92,5.2,Good
0.83,79.86,46,0.3,Poor
6.15,91.28,69,2.61,Good
4.9,87.42,89,4.3,Good
1.05,67.19,58,0.97,Poor
1.67,88.68,57,2.7,Average
5.54,73.44,64,3.71,Average
5.46,87.86,84,4.45,Good
4.78,89.34,89,3.29,Good
2.61,73.16,66,1.55,Poor
2.04,64.26,33,0.68,Poor
1.8,40.01,35,0.53,Poor
5.75,89.63,77,4.17,Good
1.75,81.04,61,1.73,Average
1.23,77.83,55,2.11,Average
0.46,76.66,64,1.31,Poor
4.19,89.65,68,3.28,Good
6.34,94.4,81,3.69,Good
5.7,90.99,91,3.72,Good
2.28,80.99,68,2.08,Average
3.46,75.11,70,2.44,Average
1.97,55.3,9,1.12,Poor
5.73,91.13,72,2.59,Good
3.56,68.64,56,1.14,Average
2.28,67.59,37,0.58,Poor
1.98,85.6,63,4.42,Average
3.1,96.89,63,2.6,Average
2.46,87.53,63,1.36,Average
4.89,97.13,73,4.52,Good
0.54,57.97,57,1.11,Poor
3.19,86.07,64,1.41,Average
3.59,99.38,85,4.59,Good
5.88,83.85,76,3.63,Good
3.62,82.11,93,4.24,Good
1.52,67.66,25,1.0,Poor
2.21,81.7,32,1.7,Poor
2.11,70.98,60,0.34,Poor
2.71,81.79,68,2.58,Average
5.9,88.25,85,3.08,Good
2.31,78.92,77,3.09,Average
1.95,73.15,21,0.43,Poor
1.53,63.25,21,0.84,Poor
4.23,93.92,74,2.75,Good
2.35,79.33,66,3.44,Average
0.8,79.24,60,2.55,Average
3.41,91.88,75,3.6,Good
2.78,75.46,65,3.11,Average
5.0,95.27,76,4.69,Good
6.18,88.04,80,3.92,Good
2.92,68.42,54,2.84,Average
1.59,81.39,56,2.39,Average
2.66,78.05,69,2.16,Average
4.03,80.22,82,3.56,Good
6.6,83.17,82,4.34,Good
2.26,62.15,55,0.82,Poor
5.66,92.82,71,3.08,Good
2.74,87.97,34,2.53,Average
5.16,95.31,87,2.77,Good
1.61,61.98,64,1.67,Poor
1.15,85.18,63,2.38,Average
4.56,80.47,78,3.65,Good
4.63,97.05,73,3.15,Good
5.43,92.32,76,2.81,Good
1.89,72.64,62,1.12,Poor
1.74,65.3,14,1.47,Poor
2.23,65.78,74,2.49,Average
0.76,71.92,63,2.01,Poor
2.2,92.0,69,2.95,Average
3.18,76.39,74,4.12,Average
0.85,63.23,46,0.44,Poor
4.25,77.47,68,1.5,Average
3.05,68.26,85,2.59,Average
5.85,89.65,88,4.9,Good
4.41,86.87,82,6.2,Good
4.19,97.96,82,2.45,Good
4.16,81.87,53,2.85,Average
4.79,94.49,71,3.58,Good
6.39,92.45,81,4.17,Good
0.48,75.15,35,2.02,Poor
2.78,82.88,66,2.13,Average
3.78,86.34,88,2.28,Good
6.14,98.07,66,3.78,Good
3.37,92.0,72,3.58,Average
1.23,71.95,34,1.02,Poor
5.04,90.15,77,3.85,Good
3.07,85.96,61,2.01,Average
3.35,91.5,85,4.48,Good
4.54,90.37,81,3.23,Good
5.41,76.47,77,3.17,Average
5.61,86.17,72,3.44,Good
2.85,67.59,71,3.76,Average
6.8,91.6,83,4.97,Good
3.67,93.48,71,4.42,Good
2.07,66.13,53,0.0,Poor
3.78,75.97,50,2.9,Average
2.18,87.79,73,4.73,Good
1.74,71.81,50,1.17,Poor
3.2,87.31,69,2.32,Average
4.13,77.22,71,2.98,Average
3.63,72.34,81,2.1,Average
3.69,91.17,74,2.25,Good
6.13,90.29,92,3.33,Good
3.21,94.58,67,5.52,Good
1.48,75.34,62,0.03,Poor
3.34,81.18,63,1.79,Average
2.45,83.53,37,0.08,Poor
1.29,57.98,39,0.31,Poor
1.89,73.82,55,0.95,Poor
1.26,71.87,35,0.13,Poor
0.45,74.26,55,1.89,Poor
1.86,77.66,71,2.87,Average
1.95,76.8,68,3.25,Average
0.97,60.34,32,1.79,Poor
2.38,74.76,59,2.6,Average
6.5,88.51,67,3.92,Good
2.71,80.76,62,3.06,Average
0.95,66.03,69,2.82,Poor
0.5,60.3,69,0.95,Poor
1.39,68.51,36,0.67,Poor
6.21,91.13,82,3.87,Good
0.98,56.36,46,1.15,Poor
5.19,92.19,81,3.92,Good
2.55,78.63,46,1.61,Poor
1.34,66.39,43,1.91,Poor
3.11,87.18,43,4.81,Average
4.37,88.39,76,5.57,Good
2.39,83.6,60,3.72,Average
1.02,66.51,81,1.94,Average
4.03,90.86,63,2.69,Average
0.91,82.25,33,0.58,Poor
0.74,58.4,46,1.71,Poor
0.71,67.01,27,1.7,Poor
5.06,85.87,80,3.25,Good
2.11,66.03,63,3.0,Poor
2.18,71.66,64,1.99,Poor
5.61,86.69,71,4.67,Good
5.46,92.05,81,4.26,Good
3.45,85.26,73,2.8,Average
3.06,82.13,67,1.66,Average
6.74,88.82,82,2.63,Good
4.74,88.76,90,3.7,Good
0.1,72.58,61,2.31,Poor
3.7,93.02,95,3.17,Good
4.25,82.97,69,3.12,Average
3.01,51.7,62,2.39,Poor
3.52,95.1,78,2.73,Good
2.2,84.09,85,1.74,Average
2.87,82.72,61,3.17,Average
1.55,76.88,54,0.54,Poor
3.32,95.96,70,5.2,Good
5.2,86.94,83,2.78,Good
2.22,73.92,34,0.47,Poor
3.16,73.27,61,4.43,Average
2.58,83.55,76,2.37,Average
0.94,50.04,29,1.7,Poor
4.77,94.61,79,4.75,Good
5.03,100.0,79,3.14,Good
4.46,90.63,67,5.36,Good
0.81,79.41,32,0.75,Poor
3.89,89.63,81,3.58,Good
1.33,52.37,50,1.55,Poor
5.61,88.59,83,4.34,Good
1.76,67.77,29,0.95,Poor
2.54,84.68,88,3.43,Good
2.2,81.14,64,2.94,Average
3.87,82.93,62,2.79,Average
3.28,75.55,75,1.57,Average
1.65,62.04,47,1.29,Poor
2.32,63.2,52,1.24,Poor
4.2,94.21,76,1.83,Good
5.79,89.66,73,2.33,Good
4.1,89.25,76,2.1,Good
5.39,93.44,87,4.25,Good
3.62,87.64,68,1.76,Average
4.2,93.9,91,3.97,Good
4.54,87.0,89,4.59,Good
2.18,76.07,63,2.86,Average
0.26,61.57,43,1.51,Poor
3.83,79.66,62,2.63,Average
2.13,70.24,45,0.18,Poor
5.57,87.12,85,3.32,Good
2.38,76.45,57,2.37,Average
1.86,56.14,76,0.1,Poor
1.72,74.41,45,0.94,Poor
3.25,73.02,50,3.43,Average
3.72,86.89,80,1.83,Good
4.98,85.01,76,2.97,Average
5.75,100.0,81,5.3,Good
0.56,70.35,50,1.08,Poor
3.85,76.49,61,4.7,Average
5.05,97.39,82,4.99,Good
0.94,63.38,59,2.17,Poor
6.26,93.54,78,4.37,Good
5.21,88.12,87,5.11,Good
3.34,81.02,48,1.57,Average
1.95,73.78,56,1.3,Poor
0.0,59.92,55,1.17,Poor
0.17,64.59,48,0.83,Poor
1.82,50.0,48,1.36,Poor
1.89,59.42,23,0.84,Poor
0.98,56.25,66,0.17,Poor
0.98,47.43,38,1.75,Poor
2.17,63.44,56,0.65,Poor
4.35,70.27,83,2.1,Average
2.43,67.27,66,3.95,Average
3.49,92.11,65,4.19,Average
2.17,91.11,49,1.64,Average
2.12,63.86,42,0.7,Poor
2.64,75.77,71,2.11,Average
3.93,88.72,67,3.9,Good
6.73,91.82,68,4.27,Good
4.01,100.0,67,3.3,Good
1.26,67.97,80,0.01,Poor
4.77,91.44,74,2.93,Good
0.64,70.77,35,1.27,Poor
2.53,62.74,73,2.2,Poor
0.6,69.98,43,0.0,Poor
4.59,83.19,60,2.32,Average
3.27,76.88,60,3.91,Average
4.41,84.67,69,2.36,Average
2.9,72.43,66,2.33,Average
5.96,92.54,91,2.42,Good
1.97,73.95,54,0.0,Poor
4.22,71.76,55,2.24,Average
3.05,80.15,51,2.61,Average
3.12,77.26,70,3.25,Good
2.34,75.98,45,1.28,Poor
6.44,91.29,71,6.66,Good
3.85,83.03,73,2.48,Good
3.13,82.68,67,2.84,Average
1.5,70.78,64,1.19,Poor
4.55,87.57,89,3.06,Good
1.09,69.89,47,0.67,Poor
0.37,55.15,49,0.61,Poor
5.29,90.23,91,4.11,Good
4.96,88.49,88,6.4,Good
1.54,73.09,46,1.2,Poor
3.02,75.11,66,4.38,Average
5.79,86.82,89,2.95,Good
3.4,86.86,93,3.37,Good
5.73,88.94,66,4.67,Good
0.48,55.08,52,0.0,Poor
3.36,70.87,91,3.96,Average
1.71,68.22,34,0.09,Poor
5.81,88.73,70,4.61,Good
2.74,88.81,43,1.42,Average
0.08,71.63,18,0.29,Poor
1.61,76.75,66,2.31,Average
2.96,76.82,49,2.52,Average
0.33,69.31,51,0.73,Poor
6.03,90.1,74,3.31,Good
3.13,88.63,61,2.06,Average
1.59,38.68,71,0.75,Poor
2.09,73.05,40,0.0,Poor
3.41,89.73,81,3.17,Good
1.3,80.09,54,0.09,Poor
4.63,95.69,61,3.5,Average
3.53,96.39,81,4.45,Good
0.74,82.29,70,3.85,Average
4.66,79.75,81,3.7,Good
3.64,91.22,87,4.29,Good
2.24,49.16,27,1.4,Poor
3.2,90.36,65,3.83,Good
4.62,86.16,71,2.02,Average
1.11,66.77,38,1.36,Poor
3.02,63.12,46,1.61,Poor
4.61,89.33,79,4.35,Good
0.57,65.46,45,1.37,Poor
4.05,72.03,79,2.51,Average
1.0,77.84,58,0.93,Poor
2.45,67.4,23,0.32,Poor
5.23,86.47,82,4.45,Good
1.32,55.21,43,0.31,Poor
3.69,85.12,67,3.4,Average
7.8,89.25,77,2.05,Good
2.16,58.35,37,0.41,Poor
3.15,85.98,75,3.57,Average
5.55,81.83,82,3.54,Good
1.98,73.3,79,2.0,Average
0.57,57.25,34,1.58,Poor
6.75,91.03,88,4.33,Good
4.96,91.94,80,4.81,Good
4.95,76.26,68,2.98,Average
0.83,46.31,36,1.37,Poor
5.56,86.48,97,3.67,Good
4.23,88.56,77,1.81,Average
1.92,59.51,48,0.32,Poor
3.25,78.07,67,3.56,Average
4.85,99.7,88,2.16,Good
3.29,89.97,65,1.77,Average
2.89,80.14,59,2.61,Average
7.68,89.4,82,5.25,Good
3.59,79.8,69,2.02,Average
0.49,71.76,47,1.26,Poor
0.65,68.33,43,1.44,Poor
2.96,86.83,68,1.52,Average
1.42,66.71,29,1.36,Poor
4.31,90.22,84,4.86,Good
4.45,96.68,86,4.11,Good
3.31,94.37,69,1.93,Average
5.8,100.0,93,3.54,Good
3.44,84.62,76,2.15,Average
5.43,81.22,74,3.75,Average
5.21,84.38,89,4.6,Good
2.09,88.87,50,2.03,Average
4.58,87.11,84,3.55,Good
5.96,89.49,74,4.88,Good
4.96,86.29,83,5.8,Good
4.95,94.23,85,3.51,Good
3.16,89.35,50,2.57,Average
4.23,83.74,66,1.83,Average
2.42,62.11,42,1.63,Poor
3.83,82.65,55,3.42,Average
3.68,84.91,64,3.56,Average
6.0,69.99,56,3.28,Average
5.23,85.74,86,4.78,Good
4.09,72.67,66,2.15,Average
2.38,81.69,55,1.84,Average
1.76,64.27,59,1.04,Poor
3.27,96.33,74,3.34,Good
2.26,74.61,69,1.58,Average
2.96,80.25,54,3.27,Average
1.35,70.4,25,0.82,Poor
1.62,73.49,36,1.05,Poor
3.41,93.12,86,5.03,Good
2.56,81.42,66,2.04,Average
6.09,95.82,86,3.75,Good
4.32,85.76,70,5.45,Good
3.08,73.13,48,3.35,Average
0.28,68.0,31,1.71,Poor
3.34,84.17,54,1.65,Average
3.27,66.68,72,2.29,Average
4.87,88.08,70,3.72,Good
0.54,77.75,78,2.04,Average
2.24,69.27,74,1.79,Average
3.72,77.74,73,0.75,Average
1.09,54.14,32,1.53,Poor
6.61,94.49,89,3.1,Good
4.91,93.58,73,3.67,Good
1.81,60.71,42,1.07,Poor
4.64,86.69,80,1.18,Average
1.67,69.37,37,1.8,Poor
1.93,58.36,35,2.3,Poor
2.6,74.81,75,3.63,Average
1.99,58.83,45,2.79,Poor
1.66,72.0,26,2.78,Poor
2.6,65.83,50,1.66,Average
4.79,88.57,92,3.78,Good
0.0,72.91,69,3.0,Poor
5.9,89.28,78,4.24,Good
4.4,87.83,83,3.67,Good
6.2,89.14,83,4.25,Good
1.74,55.4,38,1.94,Poor
5.88,85.17,74,4.26,Good
1.16,51.47,40,0.0,Poor
2.91,78.36,75,3.17,Average
4.72,74.19,74,2.52,Average
1.23,52.91,41,1.15,Poor
6.83,84.33,91,3.57,Good
4.31,95.03,78,4.33,Good
3.05,80.01,46,2.16,Average
0.76,78.35,58,2.08,Average
6.37,88.97,80,3.41,Good
5.55,95.76,64,6.0,Good
1.24,71.69,33,0.0,Poor
4.79,81.23,81,2.42,Average
3.69,88.21,64,3.17,Average
3.67,92.98,69,4.3,Good
1.71,77.36,54,1.27,Average
2.49,80.61,74,2.43,Average
2.4,91.56,89,4.61,Good
4.2,86.45,80,3.8,Good
2.2,77.74,62,2.88,Average
2.79,87.07,61,3.24,Average
4.49,81.1,74,3.51,Average
1.13,83.64,69,2.32,Average
2.66,85.32,64,1.1,Average
1.7,56.56,60,2.17,Poor
